exec,volume,volatility,spread,news,ml,tail_risk,IC,top_win_rate,bot_win_rate,spread_q4_q1,label,combined
0.2751223907607955,0.5598323375495434,0.0074193659487331795,0.03933828500573769,0.06623707414822375,0.003057864302482795,0.048992682284483634,0.01,0.4884,0.464,0.000333,,0.6820728291316527
0.032680406580701496,0.13346595667238711,0.26339886791601486,0.04599462033148866,0.43570679368920423,0.07073705450703482,0.018016300303168795,0.0123,0.4868,0.4696,-0.000132,,0.7453781512605044
0.09090002260816595,0.388449325507004,0.29524676074130823,1.1043392052357305e-05,0.1677692059912492,0.05138935229518659,0.0062342894650338,0.0106,0.4885,0.4696,0.000358,,0.7093662464985993
0.04195306812487907,0.2491439602123058,0.0009384137032565697,0.004463487128971105,0.36143810656153547,0.3392712573151151,0.0027917069539368363,0.0108,0.4879,0.4692,-0.000176,,0.7052696078431373
0.00358633452316143,0.08224022477887011,0.2792839382112407,0.10405932989622045,0.011898537832957318,0.273607877042045,0.24532375771550496,0.0107,0.4788,0.472,0.000179,,0.5114845938375352
0.0761268163872889,0.1714512508904707,0.18343801384076722,0.12968090565290621,0.03425822423667868,0.1703004061172661,0.23474438287462218,0.0087,0.4857,0.4664,-0.000237,,0.5712009803921574
0.40608159859397,5.584565770189373e-05,0.09080094322854695,0.13856159591423572,0.11698666934051151,0.09825417655712768,0.14925917070790623,0.0019,0.4848,0.4676,-0.000906,,0.2667366946778714
0.027796277664134436,0.09551137718459851,0.015067370108491155,0.04342626834669344,0.15091854684984896,0.22182139510069065,0.44545876474554286,0.0119,0.488,0.4756,-0.000481,,0.7535714285714284
0.018784286185614337,0.04866473050653988,0.1738069786458477,0.0944097334120233,0.39149247757694994,0.2720107410070952,0.000831052665929559,0.0091,0.4769,0.47,-5.7e-05,,0.4046743697478992
0.22312953350867668,0.10626666064437802,0.017462747854760475,0.1901335729401968,0.27913768910341796,0.18351504196598697,0.00035475398258305417,0.0046,0.4785,0.4688,-0.000612,,0.24893207282913143
0.35122113624071244,0.06906229238216563,0.1815775490214234,0.1086837584075401,0.20357920204868724,0.004030161785623714,0.08184590011384749,0.0035,0.4856,0.468,-0.000741,,0.35063025210083987
0.0465074579425919,0.21570759969448614,0.013379256821238176,0.006452870443082258,0.14122842096946014,4.465267356960524e-05,0.5766797414555717,0.0111,0.4898,0.4668,0.000284,,0.7574579831932775
0.13028378757395842,0.16365830012056556,0.016626700093188885,0.3212846438797297,0.0885527997129059,0.1792722777784162,0.10032149084123544,0.0076,0.4778,0.4672,0.00014,,0.36039915966386576
0.10290745306114604,0.0005821553231713003,0.0260006535275078,0.10809264516773416,0.11745727964572909,0.6217416866084057,0.023218126666306096,0.0035,0.4758,0.4676,-0.000579,,0.14646358543417393
6.386432497562732e-05,0.07015806611811753,0.3883327949151465,0.36040346503626125,0.013614467487532415,6.294834581069183e-08,0.16742727916962077,0.011,0.4768,0.4724,0.000294,,0.4824229691876753
0.14682183151135086,0.6843074910916831,4.016977176163593e-05,0.00421801446545463,0.011697612526566328,0.0073698969371639896,0.14554498369601956,0.0109,0.4893,0.4676,0.000253,,0.7386379551820731
0.04549933425514724,0.11382163203371831,0.011077236959204798,0.2736183499975172,0.0201348004883454,0.3107610290869999,0.2250876171790673,0.0091,0.4762,0.4692,-5.8e-05,,0.39009103641456633
0.2793723492056715,0.06901988122361884,0.029163421680315604,1.9525984264639292e-05,0.18566317469906324,0.3299199038712991,0.10684174333576711,0.0032,0.4912,0.4604,-5.7e-05,,0.4546918767507007
0.35335962998313325,0.0003458252023245546,0.10448698704161766,0.03997352736256422,0.059626212152397065,0.06439288503959065,0.37781493321837273,0.0018,0.4852,0.4676,-0.000885,,0.270868347338936
0.6081917762028227,0.09248976736513348,0.008236871032759911,0.20987304693043451,0.04582315854282091,0.030128258545078297,0.005257121380950332,0.0038,0.4844,0.468,-0.00087,,0.3382352941176471
0.0032674558801145085,0.15313811886585435,0.007074975745187084,0.1023328151238097,0.0391556940795685,0.5495744610007282,0.14545647930473762,0.0128,0.4878,0.4716,-7.5e-05,,0.7872198879551824
