time,open,high,low,close,tick_volume,spread
1625403600,35485.7,35612.0,35440.2,35590.0,2252,50
1625407200,35590.0,35603.1,35470.2,35519.4,1901,50
1625410800,35519.4,35560.4,35229.1,35240.8,3921,50
1625414400,35240.8,35416.8,35240.8,35362.7,2986,50
1625418000,35362.7,35493.8,35304.4,35453.6,2733,50
1625421600,35453.5,35545.6,35384.6,35498.6,2184,50
1625425200,35499.4,35677.8,35437.2,35471.1,3797,50
1625428800,35472.2,35590.0,35397.8,35561.8,2901,50
1625432400,35561.8,35562.2,35406.2,35509.4,2033,50
1625436000,35510.4,35596.6,35473.0,35577.9,2141,50
1625439600,35574.0,35575.0,35445.0,35540.4,10444,10
1625443200,35540.3,35958.8,35477.4,35903.7,9529,10
1625446800,35894.9,35904.6,35320.1,35357.9,17622,10
1625450400,35358.2,35488.5,35194.9,35283.3,18370,10
1625454000,35282.7,35284.4,34766.1,34849.5,18490,10
1625457600,34847.8,34939.5,34453.1,34565.4,21746,10
1625461200,34565.4,34658.6,34327.7,34449.6,16198,10
1625464800,34450.9,34543.6,34202.0,34360.0,17523,10
1625468400,34359.4,34425.5,34030.0,34200.8,16810,10
1625472000,34200.5,34370.2,34069.9,34321.7,15675,10
1625475600,34321.7,34407.9,34217.4,34331.6,22498,10
1625479200,34331.6,34332.1,34073.3,34267.9,13301,10
1625482800,34267.2,34351.3,34116.3,34265.8,15917,10
1625486400,34265.2,34449.9,34237.3,34322.3,13109,10
1625490000,34321.2,34573.0,34284.3,34489.7,15444,10
1625493600,34489.7,34509.6,33319.7,33383.7,19879,10
1625497200,33380.2,33626.2,33312.1,33481.9,17249,10
1625500800,33480.5,33774.0,33452.5,33623.1,13209,10
1625504400,33623.2,33731.2,33556.4,33710.0,12516,10
1625508000,33714.2,33780.8,33482.6,33595.5,13137,10
1625511600,33594.9,33757.2,33551.1,33652.8,12598,10
1625515200,33653.0,33747.7,33131.6,33720.3,15486,10
1625518800,33720.2,34206.0,33718.3,33992.2,23928,10
1625522400,33993.8,34294.2,33993.8,34127.9,18360,10
1625526000,34127.9,34197.3,33732.8,33863.6,19826,10
1625529600,33863.6,34221.8,33839.5,34167.7,6608,10
1625533200,34167.4,34212.2,33951.0,33964.8,15836,10
1625536800,33964.2,34122.2,33682.5,33700.8,18473,10
1625540400,33701.0,34173.9,33644.4,34048.5,20917,10
1625544000,34047.9,34082.5,33774.3,33784.7,13647,10
1625547600,33784.2,33936.3,33706.1,33930.5,11093,10
1625551200,33930.2,33976.0,33832.8,33935.0,11501,10
1625554800,33933.8,34773.4,33924.7,34666.5,18764,10
1625558400,34665.9,34862.1,34630.4,34795.5,16835,10
1625562000,34799.5,34832.3,34649.2,34683.0,12936,10
1625565600,34684.8,34956.6,34683.0,34880.4,13693,10
1625569200,34880.3,35113.5,34723.5,34996.9,15267,10
1625572800,34997.0,35019.3,34046.1,34201.5,24371,10
1625576400,34204.3,34222.8,33786.4,33921.8,26679,10
