ema_fast,ema_slow,sl,rr,adx,pf,ret,dd,wr,n_trades,wf_score
3,12,1.0,3.0,25,1.7825403783493126,37596.625750959654,16571.78780379548,0.4426229508196721,61,9.347501792472231
10,30,1.5,3.0,25,1.1722825280460971,9871.1529707574,13703.364234484674,0.4057971014492754,69,5.46540261850436
3,12,1.0,2.0,25,1.3301170858628386,15276.644196782663,19987.461927251832,0.42424242424242425,66,4.254879589629284
10,30,1.0,3.0,25,1.3254308042539138,18793.683250952698,16147.408545899962,0.38333333333333336,60,2.912376148424843
3,12,1.5,3.0,25,1.6669248459757322,28579.736434787756,18204.41824578587,0.4411764705882353,68,2.6179283333463794
10,30,1.0,2.0,25,1.0221068970351224,1143.6716144041893,12567.633248256112,0.39705882352941174,68,2.254797747268918
10,30,1.5,2.0,28,1.0862951128320126,4230.637996488643,14467.964140004362,0.42105263157894735,76,2.032702224894528
10,30,1.5,2.0,30,1.0862951128320126,4230.637996488643,14467.964140004362,0.42105263157894735,76,2.032702224894528
3,12,1.5,2.0,28,1.8737023209758206,25297.367893783427,15385.902898799744,0.4657534246575342,73,1.594005212060956
3,12,1.5,2.0,30,1.8737023209758206,25297.367893783427,15385.902898799744,0.4657534246575342,73,1.594005212060956
3,12,1.5,2.0,25,1.8737023209758206,25297.367893783427,15385.902898799744,0.4657534246575342,73,1.5897432261826996
3,12,1.5,2.0,25,1.8737023209758206,25297.367893783427,15385.902898799744,0.4657534246575342,73,1.5897432261826996
10,30,1.5,2.0,25,1.0295265659284365,1527.3651329886416,15092.691251721932,0.42105263157894735,76,1.583984831395838
10,30,1.5,2.0,25,1.0295265659284365,1527.3651329886416,15092.691251721932,0.42105263157894735,76,1.583984831395838
