ema_fast,ema_slow,sl,rr,adx,score,pf,ret,dd,wr,n_trades,wf_score,stability
8,32,1.5,2.5,25,0.55,4.947207415375049,35464.67451063533,7258.828449099732,0.9444444444444444,54,37.736041757005076,0.6011150912404087
8,32,1.5,2.5,25,0.6,4.743723112765944,33636.41878433475,7258.828449099732,0.9411764705882353,51,35.61046310835159,0.6011150912404087
12,48,1.5,2.0,22,0.55,4.094062648328112,34142.30796503997,6395.580355501443,0.9361702127659575,47,34.463459531919064,0.6011150912404087
12,48,1.5,2.0,25,0.55,4.553820175091178,31649.978852013384,6395.580355501443,0.9361702127659575,47,34.42921487574232,0.6011150912404087
8,32,1.5,2.0,25,0.55,4.989919223328178,35533.834808155036,7177.201076399768,0.95,60,34.354322969441206,0.6011150912404087
12,48,1.5,2.0,22,0.6,3.993570753028661,33033.40177040994,6395.580355501443,0.9347826086956522,46,32.98913524837565,0.6011150912404087
12,48,1.5,2.0,25,0.6,4.425675443630945,30508.73426424827,6395.580355501443,0.9347826086956522,46,32.7717075658266,0.6011150912404087
10,40,1.5,2.0,22,0.55,4.375062791600489,37243.08339213418,9381.140139299736,0.9454545454545454,55,32.691276959870045,0.6011150912404087
8,32,1.5,2.0,25,0.6,4.811543488994991,33945.23776575885,7177.201076399768,0.9464285714285714,56,32.46622745587728,0.6011150912404087
6,24,1.5,2.5,22,0.55,5.064470305555339,44850.545273223725,9381.140139299736,0.9361702127659575,47,32.2981413937562,0.6011150912404087
6,24,1.5,2.5,25,0.55,5.065798226302195,36530.183379792106,7258.828449099732,0.9361702127659575,47,32.13534628469235,0.6011150912404087
10,40,1.5,2.0,25,0.55,4.875762789756181,34517.16864882066,7177.201076399768,0.9454545454545454,55,31.998631440669868,0.6011150912404087
6,24,1.5,2.0,25,0.55,4.838068126363991,34181.46362143672,7177.201076399768,0.9411764705882353,51,31.82645559182916,0.6011150912404087
6,24,1.5,2.0,22,0.55,4.617549085984948,39918.86687849931,9381.140139299736,0.9411764705882353,51,31.073125975488338,0.6011150912404087
6,24,1.5,2.5,22,0.6,4.897591261147128,43009.071335979614,9381.140139299736,0.9318181818181818,44,31.06034576032574,0.6011150912404087
10,40,1.5,2.0,22,0.6,4.230007024745314,35642.424573299155,9381.140139299736,0.9411764705882353,51,30.89719201521431,0.6011150912404087
6,24,1.5,2.5,25,0.6,4.8604800889368684,34685.45110541798,7258.828449099732,0.9318181818181818,44,30.696460401711803,0.6011150912404087
6,24,1.5,2.0,25,0.6,4.659692392030805,32592.866579040543,7177.201076399768,0.9361702127659575,47,30.467159676723956,0.6011150912404087
10,40,1.5,2.0,25,0.6,4.697387055422995,32928.571606424484,7177.201076399768,0.9411764705882353,51,30.271016722677285,0.6011150912404087
6,24,1.5,2.0,22,0.6,4.471800447441095,38310.562371369044,9381.140139299736,0.9361702127659575,47,29.935548526641387,0.6011150912404087
12,48,1.5,2.0,22,0.65,3.9624288992705132,32689.758191574376,6366.935070600011,0.9142857142857143,35,29.816714607453065,0.6011150912404087
12,48,1.5,2.0,20,0.55,4.200011633638397,35311.43196031584,6395.580355501443,0.9361702127659575,47,29.328540328847343,0.6011150912404087
8,32,1.5,2.5,25,0.65,4.448780506835737,30986.43300504945,7258.828449099732,0.926829268292683,41,28.17817378076334,0.6011150912404087
10,40,1.5,2.0,22,0.65,4.270817939497592,36092.764135932186,9381.140139299736,0.925,40,27.75198545655429,0.6011150912404087
8,32,1.5,2.0,22,0.55,4.457369698053087,38151.32219242893,9381.140139299736,0.95,60,27.627810587622974,0.6011150912404087
12,48,1.5,2.0,20,0.6,3.9990278430394937,33093.61957105579,6395.580355501443,0.9347826086956522,46,27.543668181538617,0.6011150912404087
6,24,1.5,2.5,20,0.55,5.5949331647449485,50887.09276794246,12431.228601674607,0.9361702127659575,47,27.487052871632564,0.6011150912404087
8,32,1.5,2.0,25,0.65,4.512451610117672,31281.55441238456,7177.201076399768,0.9333333333333333,45,26.794172437457494,0.6011150912404087
6,24,1.5,2.0,20,0.55,5.094973478553111,45187.141148864306,12395.345207999577,0.9411764705882353,51,26.33787882252851,0.6011150912404087
8,32,1.5,2.0,22,0.6,4.312313931197912,36550.66337359391,9381.140139299736,0.9464285714285714,56,26.260534353037098,0.6011150912404087
6,24,1.5,2.5,20,0.6,5.29288206840247,47541.99467638151,12431.228601674607,0.9318181818181818,44,26.144516192799284,0.6011150912404087
10,40,1.5,2.0,25,0.65,4.398295176545677,30264.888253050194,7177.201076399768,0.925,40,26.001282854626545,0.6011150912404087
6,24,1.5,2.0,20,0.6,4.8443637318707,42421.717134294006,12395.345207999577,0.9361702127659575,47,25.103312222290803,0.6011150912404087
6,24,1.5,2.5,22,0.65,4.446284906659179,38029.00393177459,9381.140139299736,0.9166666666666666,36,24.78902828443458,0.6011150912404087
