ema_fast,ema_slow,sl,rr,adx,pf,ret,dd,wr,n_trades,wf_score
8,32,1.5,2.0,28,0.15618518052902702,-12914.713543267455,14621.247193314135,0.4444444444444444,18,0.24876811289546338
8,32,1.5,2.0,22,0.13621525939845092,-15158.534589246821,16894.348239293497,0.4444444444444444,18,0.24499296723448696
8,32,1.5,2.0,25,0.13621525939845092,-15158.534589246821,16894.348239293497,0.4444444444444444,18,0.24245224094942694
8,32,1.5,2.0,25,0.13621525939845092,-15158.534589246821,16894.348239293497,0.4444444444444444,18,0.24245224094942694
20,80,1.5,2.0,22,0.1287507791008789,-12410.855274917481,13195.26433462021,0.42857142857142855,14,0.23908565456628578
20,80,1.0,1.5,25,0.171041119740088,-14352.6890842812,15105.530649250897,0.2727272727272727,11,0.23606461863087458
20,80,2.0,2.0,25,0.3076339655190885,-5763.309558451665,7724.434928682749,0.47058823529411764,17,0.23526197788118916
8,32,1.5,1.5,25,0.12884287799398503,-15382.263760920587,17079.580257142487,0.45,20,0.23480979702911087
8,32,1.0,1.5,25,0.2101354485931192,-17601.782306688616,20477.77062795707,0.3076923076923077,13,0.23241587301262398
20,80,1.5,2.0,28,0.15590602058830816,-9929.72201121211,10922.163288640848,0.42857142857142855,14,0.23146010624046404
20,80,1.5,2.0,25,0.1287507791008789,-12410.855274917481,13195.26433462021,0.42857142857142855,14,0.22895333523950828
20,80,1.5,2.0,25,0.1287507791008789,-12410.855274917481,13195.26433462021,0.42857142857142855,14,0.22895333523950828
8,32,1.0,2.0,25,0.25995116027923343,-17420.640569838422,20199.922601183585,0.25,12,0.2271967205204994
20,80,1.0,2.0,25,0.19193098357954344,-15700.741512405817,16022.821512405819,0.2,10,0.22652615835055584
20,80,1.5,1.5,25,0.13272031483959712,-12139.51705406353,13380.4963524692,0.4375,16,0.22225304681393038
8,32,2.0,2.0,25,0.2665956998357485,-8192.656036031327,11136.53465762554,0.47619047619047616,21,0.22076658125664222
20,80,2.0,1.5,25,0.16937745476573587,-7136.705698538025,8066.772930817853,0.4375,16,0.19734853957654883
8,32,2.0,1.5,25,0.15458685336544442,-9670.376475571726,11136.53465762554,0.45,20,0.17880905989735632
