ema_fast,ema_slow,sl,rr,adx,score,pf,ret,dd,wr,n_trades,wf_score,stability
10,40,1.0,2.5,25,0.65,2.9421876660795414,36058.54622467587,6236.666429099976,0.6453900709219859,141,13.55524294202362,1.0
6,24,2.0,2.0,25,0.6,3.0819541005156754,10590.05414473709,2062.707176172815,0.6035502958579881,169,12.706788588797917,1.0
6,24,2.0,2.0,25,0.55,3.0819541005156754,10590.05414473709,2062.707176172815,0.6035502958579881,169,12.706788588797917,1.0
6,24,2.0,2.0,25,0.65,3.0819541005156754,10590.05414473709,2062.707176172815,0.6035502958579881,169,12.706788588797917,1.0
30,120,1.0,2.0,25,0.65,1.7808591823147322,17649.497505224223,4877.697765847435,0.5864197530864198,162,12.653676315295309,1.0
30,120,1.0,2.0,25,0.55,1.7808591823147322,17649.497505224223,4877.697765847435,0.5864197530864198,162,12.653676315295309,1.0
30,120,1.0,2.0,25,0.6,1.7808591823147322,17649.497505224223,4877.697765847435,0.5864197530864198,162,12.653676315295309,1.0
10,40,1.5,2.5,25,0.55,2.7225756709681246,16047.491469276536,2992.5516334069544,0.6335403726708074,161,11.93112763044282,1.0
10,40,1.5,2.5,25,0.65,2.7225756709681246,16047.491469276536,2992.5516334069544,0.6335403726708074,161,11.93112763044282,1.0
10,40,1.5,2.5,25,0.6,2.7225756709681246,16047.491469276536,2992.5516334069544,0.6335403726708074,161,11.93112763044282,1.0
15,60,1.5,2.0,25,0.55,2.3933672027048787,14803.642770472983,2619.39070787956,0.6206896551724138,174,11.2237184780823,1.0
15,60,1.5,2.0,25,0.6,2.3933672027048787,14803.642770472983,2619.39070787956,0.6206896551724138,174,11.2237184780823,1.0
15,60,1.5,2.0,25,0.65,2.3933672027048787,14803.642770472983,2619.39070787956,0.6206896551724138,174,11.2237184780823,1.0
6,24,2.0,2.5,25,0.65,2.4349252707633213,10142.862506823258,2272.263786992815,0.5792682926829268,164,8.914233519622078,1.0
6,24,2.0,2.5,25,0.6,2.4349252707633213,10142.862506823258,2272.263786992815,0.5792682926829268,164,8.914233519622078,1.0
6,24,2.0,2.5,25,0.55,2.4349252707633213,10142.862506823258,2272.263786992815,0.5792682926829268,164,8.914233519622078,1.0
10,40,1.5,2.0,25,0.6,2.526016289424951,13835.862342450104,3828.7613292552414,0.6436781609195402,174,7.574312162307636,1.0
10,40,1.5,2.0,25,0.65,2.526016289424951,13835.862342450104,3828.7613292552414,0.6436781609195402,174,7.574312162307636,1.0
10,40,1.5,2.0,25,0.55,2.526016289424951,13835.862342450104,3828.7613292552414,0.6436781609195402,174,7.574312162307636,1.0
15,60,2.0,2.0,25,0.55,1.702386180144019,5785.233245320584,3102.686335036531,0.5819209039548022,177,6.342938346652432,1.0
15,60,2.0,2.0,25,0.65,1.702386180144019,5785.233245320584,3102.686335036531,0.5819209039548022,177,6.342938346652432,1.0
15,60,2.0,2.0,25,0.6,1.702386180144019,5785.233245320584,3102.686335036531,0.5819209039548022,177,6.342938346652432,1.0
15,60,2.0,2.5,25,0.55,1.5662389290547487,5472.800306850151,2829.110013027792,0.5555555555555556,171,6.01299943784553,1.0
