ema_fast,ema_slow,sl,rr,adx,pf,ret,dd,wr,n_trades,wf_score
12,36,1.0,3.0,25,1.3354115719107953,43877.0211630964,25022.02103736793,0.3333333333333333,165,3.6090847581689105
8,24,1.0,3.0,25,1.0672597531197165,9914.583443889222,28567.393764087,0.3,170,2.577946675132516
12,36,1.0,2.0,25,1.143542605677089,18481.96571266681,26869.259843757784,0.3551912568306011,183,0.8224180552616188
8,24,1.5,2.0,25,0.5076183675288223,-37610.24988434594,41816.60333864455,0.3761467889908257,109,0.6948864116488087
8,24,1.5,2.0,25,0.5076183675288223,-37610.24988434594,41816.60333864455,0.3761467889908257,109,0.6948864116488087
8,24,1.5,2.0,28,0.5076183675288223,-37610.24988434594,41816.60333864455,0.3761467889908257,109,0.6948864116488087
8,24,1.5,2.0,30,0.5076183675288223,-37610.24988434594,41816.60333864455,0.3761467889908257,109,0.6948864116488087
12,36,1.5,3.0,25,0.8792682368141678,-16758.354807495158,35580.27047543321,0.3563218390804598,174,0.5594230625059721
8,24,1.5,3.0,25,0.5145909165407818,-39392.004117820434,42140.75910282385,0.33663366336633666,101,0.3613686933916869
12,36,1.5,2.0,25,0.9990859345917071,-113.79118449979183,23198.51982510544,0.400990099009901,202,0.3580570568969683
12,36,1.5,2.0,25,0.9990859345917071,-113.79118449979183,23198.51982510544,0.400990099009901,202,0.3580570568969683
12,36,1.5,2.0,28,0.9990859345917071,-113.79118449979183,23198.51982510544,0.400990099009901,202,0.3580570568969683
12,36,1.5,2.0,30,0.9990859345917071,-113.79118449979183,23198.51982510544,0.400990099009901,202,0.3580570568969683
8,24,1.0,2.0,25,0.9671582293110376,-4779.058801557221,27663.941364508006,0.336734693877551,196,0.27052979352967327
